;N;VOZR;GOD_POST;VREM_OB;COD_COURS;UROVEN;NAPR;UZNAL;VR_PUT;PROFROD;TEACHER;STAG
419;9481;14;2019;8;15;3;2;знакомые;12;директор;130;6
420;9481;15;2020;8;16;3;4;знакомые;12;директор;140;6
421;9487;9;2016;8;0;1;1;знакомые;39;инженер;141;1
422;9487;10;2017;8;3;2;2;знакомые;39;инженер;149;1
423;9487;12;2019;8;1;1;1;знакомые;39;инженер;143;3
424;9487;13;2020;8;4;2;2;знакомые;39;инженер;7;17
425;9490;12;2016;8;2;1;1;интернет;7;агент;137;1
426;9494;10;2016;8;0;1;1;интернет;8;врач;141;1
427;9494;11;2017;8;1;1;1;интернет;8;врач;143;1
428;9494;12;2018;8;3;2;2;интернет;8;врач;141;3
429;9495;9;2016;8;0;1;1;интернет;11;н;141;1
430;9495;10;2017;8;1;1;1;интернет;11;н;143;1
431;9495;11;2018;8;3;2;2;интернет;11;н;141;3
432;9495;12;2019;8;4;2;2;интернет;11;н;7;16
433;9495;12;2019;8;13;3;4;интернет;11;н;140;4
434;9495;13;2020;8;10;3;2;интернет;11;н;149;4
435;9495;13;2020;8;11;2;5;интернет;11;н;86;11
436;9496;13;2016;7;2;1;1;знакомые;19;юрист;137;2
437;9497;10;2016;8;1;1;1;знакомые;7;н;146;0
438;9498;11;2016;8;2;1;1;интернет;5;экономист;148;0
439;9498;12;2017;8;11;2;5;интернет;5;экономист;144;1
440;9498;13;2018;8;19;3;5;интернет;5;экономист;144;2
441;9500;14;2016;5;4;2;2;интернет;36;преподаватель;7;13
442;9501;13;2016;4;11;2;5;интернет;28;директор;144;0
443;9502;9;2016;8;0;1;1;интернет;43;н;149;0
444;9502;10;2017;8;1;1;1;интернет;43;н;143;1
445;9505;9;2016;8;0;1;1;интернет;14;н;149;0
446;9505;10;2017;4;3;2;2;интернет;14;н;149;1
447;9509;10;2016;8;0;1;1;н;5;инд_предпр;141;1
448;9509;11;2017;8;3;2;2;н;5;инд_предпр;141;2
449;9513;17;2016;8;16;3;7;знакомые;27;н;7;13
450;9514;12;2016;8;4;2;2;интернет;17;редактор;7;13
451;9514;12;2016;8;3;2;2;интернет;17;редактор;117;4
452;9514;13;2017;8;13;3;4;интернет;17;редактор;140;2
453;9514;13;2017;8;15;3;2;интернет;17;редактор;130;4
454;9528;12;2016;8;1;1;1;знакомые;15;консультант;146;0
455;9528;13;2017;8;2;1;1;знакомые;15;консультант;148;1
456;9528;14;2018;8;11;2;5;знакомые;15;консультант;86;9
457;9534;12;2016;7;1;1;1;знакомые;28;н;143;0
458;9534;16;2020;2;18;2;3;знакомые;28;н;24;17
459;9535;12;2016;8;2;1;1;интернет;40;инд_предпр;137;2
460;9535;13;2017;8;18;2;3;интернет;40;инд_предпр;24;14
461;9537;14;2016;8;11;2;5;интернет;36;инженер;144;0
462;9547;14;2016;8;11;2;5;интернет;27;начальник;144;0
463;9547;15;2017;8;19;3;5;интернет;27;начальник;144;1
464;9550;12;2016;7;2;1;1;знакомые;32;портная;137;2
465;9551;14;2016;1;4;2;2;интернет;25;н;7;13
466;9552;11;2016;8;0;1;1;интернет;14;преподаватель;141;1
467;9552;12;2017;8;13;3;4;интернет;14;преподаватель;140;2
468;9553;12;2016;6;0;1;1;знакомые;18;зам_нач;149;0
469;9553;13;2017;8;4;2;2;знакомые;18;зам_нач;7;14
470;9554;13;2016;8;2;1;1;знакомые;12;лаборант;137;2
471;9554;14;2017;8;11;2;5;знакомые;12;лаборант;144;1
472;9554;15;2018;8;19;3;5;знакомые;12;лаборант;144;2
473;9559;12;2016;8;3;2;2;знакомые;37;предприниматель;117;4
474;9559;13;2017;8;18;2;3;знакомые;37;предприниматель;7;14
475;9559;14;2018;8;5;3;2;знакомые;37;предприниматель;150;2
476;9560;13;2016;1;3;2;2;знакомые;12;преподаватель;117;4
477;9564;13;2017;8;3;2;2;знакомые;38;н;149;1
478;9564;14;2018;2;7;3;2;знакомые;38;н;149;2
479;9567;11;2016;8;0;1;1;интернет;33;редактор;149;0
480;9568;14;2016;8;11;2;5;интернет;39;бухгалтер;144;0
481;9568;15;2017;8;19;3;5;интернет;39;бухгалтер;144;1
482;9569;9;2016;8;0;1;1;интернет;30;менеджер;149;0
483;9569;10;2017;8;1;1;1;интернет;30;менеджер;153;0
484;9569;11;2018;8;3;2;2;интернет;30;менеджер;149;2
485;9571;14;2016;8;3;2;2;знакомые;38;н;117;4
486;9578;15;2016;7;18;2;3;знакомые;28;инженер;24;13
487;9579;16;2016;8;20;3;3;интернет;22;начальник;24;13
488;9581;12;2016;8;2;1;1;знакомые;8;н;137;2
489;9581;13;2017;4;11;2;5;знакомые;8;н;144;1
490;9583;13;2016;8;3;2;2;интернет;28;директор;117;4
491;9583;13;2016;6;11;2;5;интернет;28;директор;144;0
492;9583;14;2017;2;18;2;3;интернет;28;директор;24;14
493;9587;15;2016;8;11;2;5;н;20;сотр_ооо;144;0
494;9592;13;2016;8;11;2;5;знакомые;5;менеджер;144;0
495;9592;14;2017;8;19;3;5;знакомые;5;менеджер;144;1
496;9593;13;2016;8;1;1;1;знакомые;15;врач;146;0
497;9593;14;2017;2;2;1;1;знакомые;15;врач;148;1
498;9596;10;2016;8;1;1;1;интернет;19;руководитель;143;0
499;9596;11;2017;8;3;2;2;интернет;19;руководитель;149;1
500;9596;12;2018;8;11;2;5;интернет;19;руководитель;144;2
501;9596;14;2020;8;18;2;3;интернет;19;руководитель;159;0
502;9596;15;2021;2;20;3;3;интернет;19;руководитель;24;18
503;9599;8;2016;8;0;1;1;знакомые;39;админ;141;1
504;9599;12;2020;8;11;2;5;знакомые;39;админ;153;3
505;9599;13;2021;8;13;3;4;знакомые;39;админ;140;6
506;9601;13;2016;8;11;2;5;знакомые;110;сотр_пао;144;0
507;9605;15;2016;8;18;2;3;интернет;32;сотр_колледж;24;13
508;9605;16;2017;8;20;3;3;интернет;32;сотр_колледж;24;14
509;9607;9;2016;8;0;1;1;интернет;23;специалист;149;0
510;9607;10;2017;8;1;1;1;интернет;23;специалист;153;0
511;9608;12;2016;8;3;2;2;итмо;27;директор;117;4
512;9608;13;2017;8;13;3;4;итмо;27;директор;140;2
513;9608;14;2018;8;16;3;4;итмо;27;директор;140;4
514;9609;13;2016;8;3;2;2;интернет;36;менеджер;117;4
515;9609;14;2017;8;13;3;4;интернет;36;менеджер;140;2
516;9623;17;2016;8;16;3;7;знакомые;27;н;7;13
517;9625;12;2016;6;4;2;2;интернет;19;н;7;13
518;9631;14;2016;2;20;3;3;знакомые;40;редактор;24;13
519;9632;10;2016;8;1;1;1;знакомые;8;н;146;0
520;9632;10;2016;8;0;1;1;знакомые;8;н;149;0
521;9632;11;2017;8;3;2;2;знакомые;8;н;149;1
522;9633;13;2017;8;11;2;5;интернет;28;переводчик;144;1
523;9634;15;2016;8;11;2;5;н;34;н;144;0
524;9634;16;2017;4;19;3;5;н;34;н;144;1
525;9637;14;2016;4;18;2;3;интернет;40;н;24;13
526;9638;14;2017;8;20;3;3;интернет;38;нач_отд;24;14
527;9638;15;2018;8;11;2;5;интернет;38;нач_отд;153;1
528;9639;14;2016;4;18;2;3;знакомые;28;бухгалтер;24;13
529;9640;14;2016;8;18;2;3;знакомые;38;инд_предпр;24;13
530;9641;12;2016;8;2;1;1;н;40;президент_зао;137;2
531;9641;13;2017;5;11;2;5;н;40;президент_зао;144;1
532;9649;13;2016;5;18;2;3;интернет;35;домохозяйка;24;13
533;9650;15;2016;7;11;2;5;знакомые;15;н;144;0
534;9655;12;2016;8;2;1;1;знакомые;33;н;148;0
535;9657;12;2016;8;2;1;1;интернет;15;директор;137;2
536;9658;16;2016;8;6;3;2;интернет;19;менеджер;150;0
537;9658;17;2017;8;16;3;7;интернет;19;менеджер;7;14
538;9659;12;2016;8;2;1;1;знакомые;15;логопед;137;2
539;9659;13;2017;8;13;3;4;знакомые;15;логопед;140;2
540;9659;14;2018;8;16;3;4;знакомые;15;логопед;140;3
541;9660;14;2016;1;18;2;3;знакомые;15;технолог;24;13
542;9662;14;2016;8;2;1;1;интернет;36;продавец;137;2
543;9662;15;2017;8;18;2;3;интернет;36;продавец;24;14
544;9663;17;2017;8;16;3;7;знакомые;19;сотр_ооо;7;14
545;9664;17;2017;8;16;3;7;знакомые;19;преподаватель;7;14
546;9665;13;2016;8;3;2;2;знакомые;37;менеджер;117;4
547;9665;14;2017;8;13;3;4;знакомые;37;менеджер;140;2
548;9666;9;2016;8;0;1;1;знакомые;19;преподаватель;141;1
549;9667;16;2016;8;18;2;3;знакомые;19;преподаватель;24;13
550;9667;17;2017;8;16;3;7;знакомые;19;преподаватель;7;14
551;9668;9;2016;8;0;1;1;знакомые;33;директор;149;0
552;9668;10;2017;8;1;1;1;знакомые;33;директор;153;0
553;9668;11;2018;8;3;2;2;знакомые;33;директор;149;2
554;9668;12;2019;4;11;2;5;знакомые;33;директор;86;10
555;9668;13;2020;2;11;2;5;знакомые;33;директор;86;10
556;9668;13;2020;8;4;2;2;знакомые;33;директор;7;17
557;9668;14;2021;8;8;3;2;знакомые;33;директор;166;1
558;9670;10;2016;8;0;1;1;знакомые;19;н;141;1
559;9670;11;2017;8;1;1;1;знакомые;19;н;143;1
560;9670;12;2018;8;2;1;1;знакомые;19;н;148;2
561;9670;13;2019;8;11;2;5;знакомые;19;н;86;10
562;9671;14;2016;8;2;1;1;интернет;38;н;137;2
563;9671;15;2017;8;11;2;5;интернет;38;н;144;1
564;9671;16;2018;1;19;3;5;интернет;38;н;144;2
565;9672;13;2016;8;13;3;4;знакомые;39;менеджер;140;1
566;9672;14;2017;8;17;3;3;знакомые;39;менеджер;148;1
567;9673;13;2016;4;6;3;2;знакомые;15;инд_предпр;150;0
568;9674;9;2016;8;0;1;1;знакомые;15;инд_предпр;149;0
569;9674;10;2017;8;3;2;2;знакомые;15;инд_предпр;141;2
570;9674;11;2018;8;2;1;1;знакомые;15;инд_предпр;148;2
571;9674;12;2019;8;1;1;1;знакомые;15;инд_предпр;158;0
572;9674;13;2020;8;9;3;2;знакомые;15;инд_предпр;149;4
573;9675;12;2016;8;15;3;2;знакомые;25;инд_предпр;130;3
574;9675;13;2017;8;18;2;3;знакомые;25;инд_предпр;24;14
575;9676;14;2016;8;18;2;3;сайт_итмо;38;сотр_мед;24;13
576;9676;15;2017;8;13;3;4;сайт_итмо;38;сотр_мед;130;4
577;9677;12;2016;3;1;1;1;знакомые;8;директор;146;0
578;9679;12;2016;8;3;2;2;знакомые;5;менеджер;117;4
579;9680;10;2016;8;1;1;1;знакомые;15;н;146;0
580;9681;13;2016;8;2;1;1;интернет;7;инд_предпр;137;1
581;9681;15;2018;8;18;2;3;интернет;7;инд_предпр;24;15
582;9681;16;2019;6;20;3;3;интернет;7;инд_предпр;24;16
583;9682;11;2016;8;2;1;1;знакомые;30;сотр_итмо;148;0
584;9682;12;2017;7;11;2;5;знакомые;30;сотр_итмо;144;1
585;9682;13;2018;8;5;3;2;знакомые;30;сотр_итмо;150;2
586;9683;17;2016;8;20;3;3;знакомые;40;заведующий;24;13
587;9684;14;2016;3;4;2;2;знакомые;19;менеджер;7;13
588;9687;15;2016;5;19;3;5;знакомые;16;н;86;7
589;9687;15;2016;3;19;3;5;знакомые;16;н;86;7
590;9692;12;2016;8;2;1;1;знакомые;19;н;148;0
591;9692;13;2017;8;18;2;3;знакомые;19;н;24;14
592;9692;15;2019;8;4;2;2;знакомые;19;н;7;16
593;9694;16;2016;6;18;2;3;знакомые;35;домохозяйка;24;13
594;9695;16;2016;8;20;3;3;школа;36;преподаватель;24;13
595;9697;15;2016;8;18;2;3;знакомые;38;экономист;24;13
596;9697;16;2017;8;20;3;3;знакомые;38;экономист;24;14
597;9698;15;2016;8;18;2;3;н;14;менеджер;24;13
598;9699;15;2016;2;18;2;3;знакомые;14;воспитатель;24;13
599;9700;15;2017;7;20;3;3;интернет;38;менеджер;24;14
600;9703;13;2016;6;11;2;5;знакомые;5;сотр_мед;144;0
601;9704;14;2016;8;11;2;5;знакомые;28;сотр_издат;144;0
602;9705;14;2016;7;11;2;5;знакомые;28;н;144;0
603;9706;12;2016;8;1;1;1;знакомые;8;н;143;0
604;9706;13;2017;8;13;3;4;знакомые;8;н;140;2
605;9706;14;2018;8;18;2;3;знакомые;8;н;24;15
606;9706;14;2018;8;16;3;4;знакомые;8;н;140;3
607;9707;12;2016;8;2;1;1;интернет;34;инд_предпр;137;2
608;9707;13;2017;8;18;2;3;интернет;34;инд_предпр;24;14
609;9707;14;2018;8;20;3;3;интернет;34;инд_предпр;24;15
610;9708;14;2016;8;2;1;1;интернет;38;инспектор;148;0
611;9710;12;2016;8;3;2;2;знакомые;19;преподаватель;117;4
612;9710;12;2016;8;0;1;1;знакомые;19;преподаватель;141;1
613;9710;13;2017;8;13;3;4;знакомые;19;преподаватель;130;4
614;9712;9;2016;6;0;1;1;интернет;14;архитектор;149;0
615;9713;14;2016;8;4;2;2;знакомые;33;н;7;13
616;9713;14;2016;8;18;2;3;знакомые;33;н;24;13
617;9714;12;2016;8;0;1;1;интернет;5;н;141;1
618;9715;11;2016;8;0;1;1;дод;12;специалист;141;1
619;9715;12;2017;8;13;3;4;дод;12;специалист;140;2
620;9716;9;2016;5;0;1;1;интернет;22;н;141;1
621;9717;9;2016;8;0;1;1;знакомые;14;специалист;141;1
622;9717;10;2017;8;1;1;1;знакомые;14;специалист;143;1
623;9718;9;2016;8;0;1;1;знакомые;19;преподаватель;149;0
624;9720;13;2016;8;6;3;2;интернет;23;н;152;0
625;9722;12;2016;8;1;1;1;знакомые;22;домохозяйка;146;0
626;9722;15;2019;6;18;2;3;знакомые;22;домохозяйка;24;16
627;9725;14;2016;8;4;2;2;итмо;35;н;130;3
628;9729;15;2016;8;18;2;3;интернет;12;заведующий;24;13
629;9731;17;2016;8;16;3;7;знакомые;23;н;7;13
630;9733;11;2016;8;2;1;1;интернет;19;домохозяйка;148;0
631;9734;11;2016;4;1;1;1;интернет;5;н;143;1
632;9734;12;2017;8;4;2;2;интернет;5;н;7;14
633;9734;13;2018;8;13;3;4;интернет;5;н;140;3
634;9736;10;2016;8;0;1;1;интернет;8;директор;149;0
635;9736;11;2017;8;1;1;1;интернет;8;директор;143;1
636;9736;12;2018;8;3;2;2;интернет;8;директор;141;3
637;9738;11;2016;8;1;1;1;интернет;28;врач;146;0
638;9738;12;2017;8;2;1;1;интернет;28;врач;148;1
639;9739;11;2016;8;0;1;1;знакомые;8;преподаватель;149;0
640;9739;12;2017;8;3;2;2;знакомые;8;преподаватель;141;2
641;9741;10;2016;8;0;1;1;интернет;28;н;141;1
642;9742;13;2016;8;2;1;1;знакомые;15;директор;148;0
643;9743;12;2016;5;2;1;1;знакомые;15;н;137;1
644;9743;12;2016;8;0;1;1;знакомые;15;н;141;1
645;9743;13;2017;2;3;2;2;знакомые;15;н;149;1
646;9744;12;2016;8;4;2;2;интернет;40;н;7;13
647;9744;13;2017;8;18;2;3;интернет;40;н;7;14
648;9744;13;2017;8;13;3;4;интернет;40;н;140;2
649;9744;14;2018;8;16;3;4;интернет;40;н;140;3
650;9745;12;2016;8;4;2;2;знакомые;40;н;7;13
651;9745;13;2017;8;18;2;3;знакомые;40;н;7;14
652;9745;13;2017;8;13;3;4;знакомые;40;н;140;2
653;9745;14;2018;8;20;3;3;знакомые;40;н;24;15
654;9746;11;2016;8;4;2;2;интернет;35;н;7;13
655;9747;14;2016;8;18;2;3;знакомые;40;н;24;13
656;9748;14;2016;8;18;2;3;знакомые;43;юрист;24;13
657;9748;15;2017;8;13;3;4;знакомые;43;юрист;130;4
658;9748;16;2018;8;16;3;4;знакомые;43;юрист;140;3
659;9749;13;2016;8;18;2;3;интернет;38;н;24;13
660;9749;14;2017;8;11;2;5;интернет;38;н;144;1
661;9749;14;2017;8;20;3;3;интернет;38;н;24;14
662;9750;15;2016;8;18;2;3;знакомые;40;н;24;13
663;9751;16;2016;8;18;2;3;знакомые;40;н;24;13
664;9752;14;2016;4;18;2;3;школа;30;н;24;13
665;9754;14;2016;7;18;2;3;интернет;27;н;24;13
666;9757;14;2016;6;18;2;3;интернет;40;н;24;13
667;9758;14;2016;8;18;2;3;интернет;40;н;24;13
668;9760;14;2016;7;3;2;2;родств;8;директор;117;4
669;9761;16;2016;8;11;2;5;интернет;24;ректор;144;0
670;9762;14;2016;8;6;3;2;знакомые;22;инженер;152;0
671;9764;14;2016;4;6;3;2;интернет;38;бухгалтер;152;0
672;9766;10;2016;8;1;1;1;н;40;н;143;0
673;9766;11;2017;8;2;1;1;н;40;н;148;1
674;9766;12;2018;8;17;3;3;н;40;н;148;2
675;9768;14;2016;4;2;1;1;интернет;40;сотр_газпром;148;0
676;9773;11;2016;8;1;1;1;интернет;12;директор;143;0
677;9773;12;2017;8;11;2;5;интернет;12;директор;144;1
678;9773;13;2018;8;18;2;3;интернет;12;директор;24;15
679;9774;13;2016;8;18;2;3;знакомые;12;менеджер;24;13
680;9774;14;2017;8;20;3;3;знакомые;12;менеджер;24;14
681;9775;14;2016;8;3;2;2;интернет;23;админ;117;4
682;9776;13;2016;8;4;2;2;знакомые;19;преподаватель;7;13
683;9780;9;2016;8;0;1;1;вк;15;специалист;149;0
684;9780;10;2017;8;3;2;2;вк;15;специалист;141;2
685;9780;11;2018;8;13;3;4;вк;15;специалист;140;3
686;9780;12;2019;8;2;1;1;вк;15;специалист;148;3
687;9782;15;2017;8;20;3;3;интернет;38;директор;24;14
688;9791;14;2017;8;15;3;2;вк;40;н;130;4
689;9793;13;2016;8;18;2;3;знакомые;33;админ;24;13
690;9793;15;2018;8;11;2;5;знакомые;33;админ;144;2
691;9796;12;2016;8;2;1;1;интернет;40;домохозяйка;137;2
692;9796;13;2017;8;4;2;2;интернет;40;домохозяйка;7;14
693;9796;14;2018;8;13;3;4;интернет;40;домохозяйка;140;3
694;9801;12;2016;4;1;1;1;интернет;18;студент;146;0
695;9801;13;2017;4;1;1;1;интернет;18;студент;146;0
